Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
04/04/2008,Leatherheads,"In 1925, a pro football player convinces a war hero college star to play for his team and save the league, but they fall for the same female reporter.",George Clooney,"George Clooney,
Renée Zellweger,
John Krasinski",Randy Newman,
04/04/2008,Nim's Island,An 11-year-old girl inhabits an isolated island with her marine biologist single father and emails the reclusive author of her favorite adventure novels.,"Jennifer Flackett,
Mark Levin","Abigail Breslin,
Jodie Foster,
Gerard Butler",Patrick Doyle,
04/11/2008,Prom Night,Donna is traumatized after her obsessive biology teacher kills her family. He escapes custody and travels to her prom's hotel. A detective hunts him.,Nelson McCormick,"Brittany Snow,
Scott Porter,
Idris Elba",Paul Haslinger,
04/11/2008,Street Kings,"An alcoholic, LAPD undercover cop, disillusioned by the death of his wife, is accused of the murder of an officer and must struggle to clear himself.",David Ayer,"Keanu Reeves,
Hugh Laurie,
Chris Evans",Graeme Revell,
04/18/2008,Forgetting Sarah Marshall,Peter takes a Hawaiian vacation to deal with the recent break-up with his TV star girlfriend. Little does he know she is traveling to the same resort.,Nicholas Stoller,"Jason Segel,
Kristen Bell,
Mila Kunis",Lyle Workman,
04/18/2008,The Forbidden Kingdom,"A kung fu obsessed American teen is sent on an adventure to China, where he joins three martial arts warriors to free the imprisoned Monkey King.",Rob Minkoff,"Jackie Chan,
Jet Li,
Michael Angarano",David Buckley,
04/25/2008,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her surrogate.",Michael McCullers,"Tina Fey,
Amy Poehler,
Greg Kinnear",Jeff Richmond,
04/25/2008,Harold & Kumar Escape from Guantanamo Bay,"After being mistaken for terrorists, stoners Harold and Kumar escape prison and return to the U.S., where they try to avoid pursuing federal agents.","Jon Hurwitz,
Hayden Schlossberg","John Cho,
Kal Penn,
Rob Corddry",George S. Clinton,Harold & Kumar 2
05/02/2008,Iron Man,"As a captive in an Afghan cave, genius engineer Tony Stark builds a weaponized suit. Back in New York, he refines it to fight crime and terrorism.",Jon Favreau,"Robert Downey Jr.,
Gwyneth Paltrow,
Jeff Bridges",Ramin Djawadi,
05/09/2008,Speed Racer,A young driver whose brother was killed in a rally aspires to be a racing champion with the help of his family and his high-tech Mach 5 automobile.,"Lana Wachowski,
Lilly Wachowski","Emile Hirsch,
Christina Ricci,
John Goodman",Michael Giacchino,
05/09/2008,What Happens in Vegas,"In Las Vegas, dumped equity trader Joy and fired carpenter Jack drink, marry, and earn a $3 million casino jackpot. They must live together to keep it.",Tom Vaughan,"Cameron Diaz,
Ashton Kutcher,
Rob Corddry",Christophe Beck,
05/17/2008,The Chronicles of Narnia: Prince Caspian,"The Pevensie siblings return to a Narnia 1,300 years later, where they are enlisted to ward off an evil king and restore the rightful heir to the throne.",Andrew Adamson,"Georgie Henley,
Skandar Keynes,
William Moseley",Harry Gregson-Williams,Narnia 2
05/22/2008,Indiana Jones and the Kingdom of the Crystal Skull,"In 1957, Indiana is called back into action by Marion's son and becomes entangled in a Soviet plot to uncover the secret behind crystal skulls.",Steven Spielberg,"Harrison Ford,
Cate Blanchett,
Karen Allen",John Williams,Indiana Jones 4
05/30/2008,Sex and the City,New York City writer Carrie is finally marrying her boyfriend Mr. Big. Her three best friends console her when one of them tells him to reject marriage.,Michael Patrick King,"Sarah Jessica Parker,
Kim Cattrall,
Kristin Davis",Aaron Zigman,
05/30/2008,The Strangers,"After a wedding reception, a couple staying in an isolated vacation house are violently invaded by three people with faces hidden behind masks.",Bryan Bertino,"Liv Tyler,
Scott Speedman,
Gemma Ward",Tomandandy,
06/06/2008,Kung Fu Panda,"In China, the clumsy panda Po helps his adoptive father run a restaurant. He is named the Dragon Warrior and tasked with clashing with Tai Lung.","John Stevenson,
Mark Osborne","Jack Black,
Dustin Hoffman,
Angelina Jolie","Hans Zimmer,
John Powell",
06/06/2008,You Don't Mess with the Zohan,An Israeli counterterrorism soldier fakes his death and goes head-to-head with an Arab cab driver to re-emerge in New York as a hairstylist for women.,Dennis Dugan,"Adam Sandler,
John Turturro,
Emmanuelle Chriqui",Rupert Gregson-Williams,
06/13/2008,The Happening,"Leaving Philadelphia, a science teacher, his wife, his math colleague, and a young girl try to survive a plague that makes the infected commit suicide.",M. Night Shyamalan,"Mark Wahlberg,
Zooey Deschanel,
John Leguizamo",James Newton Howard,
06/13/2008,The Incredible Hulk,"Bruce Banner, a scientist on the run from the U.S. government, seeks a cure for his Hulk self while separated from his love and hunted by her father.",Louis Leterrier,"Edward Norton,
Liv Tyler,
Tim Roth",Craig Armstrong,
06/20/2008,Get Smart,"Maxwell, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with halting a terrorist attack from rival agency KAOS.",Peter Segal,"Steve Carell,
Anne Hathaway,
Dwayne Johnson",Trevor Rabin,
06/20/2008,The Love Guru,"An American raised in India by gurus, returns to the U.S. to settle a hockey player's romance so he can succeed by appearing on Oprah's show.",Marco Schnabel,"Mike Myers,
Jessica Alba,
Justin Timberlake","George S. Clinton,
Malcolm Kirby Jr.",
06/27/2008,WALL-E,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,"Ben Burtt,
Elissa Knight,
Jeff Garlin",Thomas Newman,
06/27/2008,Wanted,"In Chicago, a frustrated account manager learns he is the son of a professional assassin and joins the Fraternity, a secret group his father betrayed.",Timur Bekmambetov,"James McAvoy,
Angelina Jolie,
Morgan Freeman",Danny Elfman,
07/02/2008,Hancock,"In L.A., alcholic superhero John regularly causes damage. Public relations specialist Ray, whom he saves from a train, helps him improve his image.",Peter Berg,"Will Smith,
Charlize Theron,
Jason Bateman",John Powell,
07/11/2008,Hellboy II: The Golden Army,"Hellboy and the BRPD face Prince Nuada, who plans to reclaim Earth for his magical kindred with an ancient machine army that can end humanity.",Guillermo del Toro,"Ron Perlman,
Selma Blair,
Doug Jones",Danny Elfman,
07/11/2008,Journey to the Center of the Earth,"On a quest to learn what happened to his missing brother, a scientist, his nephew and a mountain guide discover a lost underground world.",Eric Brevig,"Brendan Fraser,
Josh Hutcherson,
Anita Briem",Andrew Lockington,
07/11/2008,Meet Dave,"Number 1's alien crew operate a spaceship with a human form. To save their planet Nil, they look for a metal ball and befriend Gina and her son Josh.",Brian Robbins,"Eddie Murphy,
Elizabeth Banks,
Gabrielle Union",John Debney,
07/18/2008,Mamma Mia!,"Sophie invites three men that may be her father to her wedding without telling her mother Donna, who runs a villa hotel on Greek island Kalokairi.",Phyllida Lloyd,"Meryl Streep,
Pierce Brosnan,
Colin Firth","Benny Andersson,
Björn Ulvaeus",
07/18/2008,Space Chimps,"Chimpanzees Ham III, Luna and Titan are sent to space to retrieve a probe that landed on Malgor, a planet with aliens newly enslaved by evil Zartog.",Kirk DeMicco,"Andy Samberg,
Cheryl Hines,
Jeff Daniels","Chris Bacon,
Blue Man Group",
07/18/2008,The Dark Knight,"Batman, Gordon, and district attorney Harvey Dent succeed rounding up Gotham criminals until the sadistic Joker creates a new wave of chaos.",Christopher Nolan,"Christian Bale,
Michael Caine,
Heath Ledger","Hans Zimmer,
James Newton Howard",
07/25/2008,Step Brothers,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,Adam McKay,"Will Ferrell,
John C. Reilly,
Richard Jenkins",Jon Brion,
07/25/2008,The X-Files: I Want to Believe,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,Chris Carter,"David Duchovny,
Gillian Anderson,
Amanda Peet",Mark Snow,The X-Files 2
08/01/2008,Swing Vote,"Annoyed by Bud's apathy, his daughter Molly tries to vote on his behalf. A machine bug leads to his vote determining New Mexico for U.S. president.",Joshua Michael Stern,"Kevin Costner,
Paula Patton,
Kelsey Grammer",John Debney,
08/01/2008,The Midnight Meat Train,A photographer's pursuit of dark subject matter leads him into to a serial killer butcher who stalks late night commuters and violently murders them.,Ryuhei Kitamura,"Bradley Cooper,
Leslie Bibb,
Vinnie Jones","Robb Williamson,
Johannes Kobilke",
08/01/2008,The Mummy: Tomb of the Dragon Emperor,"In the Far East, Alex, the son of famed mummy fighters, unearths the mummy of the first Emperor of Qin, a shape-shifting entity cursed by a witch.",Rob Cohen,"Brendan Fraser,
Jet Li,
Maria Bello",Randy Edelman,The Mummy 3
08/06/2008,Pineapple Express,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,David Gordon Green,"Seth Rogen,
James Franco,
Gary Cole",Graeme Revell,
08/13/2008,Tropic Thunder,"When a Vietnam War film director drops spoiled actors in the middle of a jungle, they are forced to rely on their acting skills to survive actual danger.",Ben Stiller,"Ben Stiller,
Jack Black,
Robert Downey Jr.",Theodore Shapiro,
08/15/2008,Star Wars: The Clone Wars,"After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt.",Dave Filoni,"Matt Lanter,
Ashley Eckstein,
James Arnold Taylor",Kevin Kiner,
08/15/2008,Vicky Cristina Barcelona,Two friends on a summer break in Spain become enamored with the same artist unaware that his emotionally unstable ex-wife is about to return.,Woody Allen,"Javier Bardem,
Penélope Cruz,
Scarlett Johansson",N/A,
08/22/2008,Death Race,"In 2012, an ex-con is forced by the warden of a notorious prison to compete in a car race in which inmates brutalize and kill one another to succeed.",Paul W. S. Anderson,"Jason Statham,
Joan Allen,
Tyrese Gibson",Paul Haslinger,
08/22/2008,The House Bunny,"After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",Fred Wolf,"Anna Faris,
Colin Hanks,
Emma Stone",Waddy Wachtel,
08/22/2008,The Longshots,"In Illinois, trained by her uncle Curtis, 11-year-old Jasmine becomes the first girl to play in the Pop Warner football tournament in its 56-year history.",Fred Durst,"Ice Cube,
Keke Palmer,
Matt Craven",Teddy Castellucci,
08/29/2008,Babylon A.D.,"In 2027, veteran-turned-mercenary Toorop takes the job of escorting a woman genetically modified to become pregnant from Russia to New York.",Mathieu Kassovitz,"Vin Diesel,
Michelle Yeoh,
Mélanie Thierry",Atli Örvarsson,
08/29/2008,Disaster Movie,"While at his party, Nick witnesses the world being destroyed. He looks for the Crystal Skull with best friend Calvin, girlfriend Amy, and pregnant Juney.","Jason Friedberg,
Aaron Seltzer","Matt Lanter,
Vanessa Minnillo,
Gary ""G Thang"" Johnson",Christopher Lennertz,
09/05/2008,Bangkok Dangerous,"In Bangkok, hitman Joe is tasked with killing four people for a crime boss. He falls for Fon, a deaf pharmacist, and bonds with his go-between Kong.","Danny Pang Phat,
Oxide Pang Chun","Nicolas Cage,
Charlie Yeung,
Shahkrit Yamnarm",Brian Tyler,
09/12/2008,Burn After Reading,A disk with information from a CIA agent ends up in the hands of two daft gym employees who try to sell it. A paranoid marshal cheats on his wife.,"Joel Coen,
Ethan Coen","George Clooney,
Frances McDormand,
John Malkovich",Carter Burwell,
09/12/2008,Righteous Kill,Veteran New York detectives Turk and Rooster try to identify the connection between a new murder and a case they thought they resolved years ago.,Jon Avnet,"Robert De Niro,
Al Pacino,
Curtis Jackson",Ed Shearmur,
09/12/2008,The Family That Preys,"Diner owner Alice has two daughters, one having an affair with her close socialite friend's son. The other works with her. They face tough challenges.",Tyler Perry,"Alfre Woodard,
Sanaa Lathan,
Kathy Bates",Aaron Zigman,
09/19/2008,Appaloosa,"In 1882, two friends hired to police a small town suffering under the rule of a rancher find their job harder with the arrival of an unsure young widow.",Ed Harris,"Ed Harris,
Viggo Mortensen,
Renée Zellweger",Jeff Beal,
09/19/2008,Ghost Town,"In New York, after an accident, a dentist can see and talk with ghosts. He helps a recently dead husband deal with his engaged Egyptologist wife.",David Koepp,"Ricky Gervais,
Téa Leoni,
Greg Kinnear",Geoff Zanelli,
09/19/2008,Lakeview Terrace,"A troubled, racist African-American LAPD Officer stops at nothing to force out a friendly interracial couple who moved in next to him and his children.",Neil LaBute,"Samuel L. Jackson,
Patrick Wilson,
Kerry Washington","Jeff Danna,
Mychael Danna",
09/19/2008,My Best Friend's Girl,Tank faces the ultimate test of friendship when his best friend hires him to take his ex-girlfriend out on a lousy date in order to make her realize how great her former boyfriend is.,Howard Deutch,"Dane Cook,
Kate Hudson,
Jason Biggs",John Debney,
09/19/2008,The Duchess,"In 1774, English aristocrat Georgiana marries a duke but fails to produce him a male heir. He has an affair with a lady, while she falls for a politician.",Saul Dibb,"Keira Knightley,
Ralph Fiennes,
Hayley Atwell",Rachel Portman,
09/26/2008,Eagle Eye,A college dropout and a single mother go on the run after receiving a phone call from an unknown woman using info technology to track them down.,D. J. Caruso,"Shia LaBeouf,
Michelle Monaghan,
Rosario Dawson",Brian Tyler,
09/26/2008,Miracle at St. Anna,"In 1944 Italy, four black U.S. infantry soldiers get trapped in a Tuscan village. They dodge German and friendly fire while protecting an Italian boy.",Spike Lee,"Derek Luke,
Michael Ealy,
Laz Alonso",Terence Blanchard,
